City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
348,Balykshi,KZ,47.0667,51.8667,102.2,10,0,13.42,clear sky
349,Jhudo,PK,24.964,69.2968,102.72,34,100,21.41,overcast clouds
350,Beachwood,US,41.4645,-81.5087,64.0,90,1,3.44,clear sky
351,Batemans Bay,AU,-35.7167,150.1833,45.99,93,91,3.22,overcast clouds
352,Reserva,BR,-24.6503,-50.8506,45.54,92,100,2.75,moderate rain
353,Desbiens,CA,48.4178,-71.9495,52.45,83,38,7.09,scattered clouds
354,Kenai,US,60.5544,-151.2583,53.65,92,1,3.44,clear sky
355,Pobe,BJ,6.9801,2.6649,83.77,59,95,7.0,overcast clouds
356,Noumea,NC,-22.2763,166.4572,69.01,99,85,11.79,overcast clouds
357,Biak,ID,-0.9131,122.8766,77.74,85,100,6.33,overcast clouds
358,Trincomalee,LK,8.5711,81.2335,89.28,61,100,4.63,overcast clouds
359,Ancud,CL,-41.8697,-73.8203,31.53,83,41,3.51,scattered clouds
360,Dawei,MM,14.0833,98.2,79.88,86,100,7.25,overcast clouds
361,Russell,US,32.3502,-85.1999,74.91,91,75,4.61,broken clouds
362,Alpena,US,45.0617,-83.4327,62.11,88,75,4.61,mist
363,Egvekinot,RU,66.3167,-179.1667,40.62,68,96,0.16,overcast clouds
364,San Cristobal,VE,7.7669,-72.225,65.19,97,91,5.91,overcast clouds
365,Eyl,SO,7.9803,49.8164,92.19,35,99,27.78,overcast clouds
366,Chifeng,CN,42.2683,118.9636,67.35,81,98,12.12,overcast clouds
367,Deyang,CN,31.1302,104.382,92.3,58,0,5.66,clear sky
368,Bandarbeyla,SO,9.4942,50.8122,91.62,40,56,26.33,broken clouds
369,Gari,RU,59.4307,62.3497,79.92,42,52,10.31,broken clouds
370,Tura,IN,25.5198,90.2201,80.89,84,99,6.98,light rain
371,Rocha,UY,-34.4833,-54.3333,42.06,91,0,2.01,clear sky
372,Rio Gallegos,AR,-51.6226,-69.2181,44.65,61,0,17.27,clear sky
373,Hovd,MN,48.0056,91.6419,61.88,51,100,6.06,overcast clouds
374,Sujiatun,CN,41.6592,123.3392,76.21,94,90,4.47,overcast clouds
375,Sikar,IN,27.6167,75.15,84.38,74,90,11.95,overcast clouds
376,Sur,OM,22.5667,59.5289,99.03,43,90,5.66,overcast clouds
377,Faya,SA,18.3851,42.4509,78.91,52,25,11.92,scattered clouds
378,Tangjiazhuang,CN,39.7333,118.45,79.7,81,11,4.74,light rain
379,Tondela,PT,40.5167,-8.0833,69.58,60,54,2.37,broken clouds
380,Kozhva,RU,65.1073,57.0459,65.82,66,92,10.25,overcast clouds
381,Alugan,PH,12.2188,125.4808,86.27,67,99,9.44,overcast clouds
382,Nouakchott,MR,18.0858,-15.9785,78.73,76,46,7.96,scattered clouds
383,Necochea,AR,-38.5473,-58.7368,40.71,82,0,2.1,clear sky
384,Snasa,NO,64.2457,12.3778,55.9,67,99,10.89,overcast clouds
385,Yumbe,UG,3.4651,31.2469,80.85,44,100,5.5,overcast clouds
386,General Roca,AR,-39.0333,-67.5833,27.0,60,33,7.58,scattered clouds
387,Apple Valley,US,34.5008,-117.1859,79.36,35,1,6.02,clear sky
388,Pafos,CY,34.7667,32.4167,102.24,66,0,9.22,clear sky
389,Manggar,ID,-2.8833,108.2667,83.79,68,63,12.08,broken clouds
390,Los Llanos De Aridane,ES,28.6585,-17.9182,70.12,87,75,19.57,broken clouds
391,Vila Velha,BR,-20.3297,-40.2925,70.97,78,75,3.44,broken clouds
392,Dingle,PH,10.9995,122.6711,80.74,83,96,11.52,overcast clouds
393,San Quintin,MX,30.4833,-115.95,68.79,86,0,7.81,clear sky
394,Trofors,NO,65.5333,13.4063,54.75,55,61,7.25,broken clouds
395,Saurimo,AO,-9.6608,20.3916,82.63,19,4,9.57,clear sky
396,Morondava,MG,-20.2833,44.2833,77.81,49,0,10.33,clear sky
397,Comodoro Rivadavia,AR,-45.8667,-67.5,57.06,15,0,20.71,clear sky
398,Tonder,DK,54.9331,8.8667,66.22,70,80,4.0,broken clouds
399,Maryville,US,35.7565,-83.9705,73.35,95,75,1.01,broken clouds
400,Hasanabad,IR,36.5465,61.0543,100.62,10,0,9.22,clear sky
401,Arman,RU,59.7,150.1667,57.15,86,44,9.64,light rain
402,Portland,US,45.5234,-122.6762,70.75,79,75,1.01,broken clouds
403,Margate,GB,51.3813,1.3862,66.31,73,55,1.99,broken clouds
404,Pabrade,LT,55.0,25.7833,75.34,44,91,12.26,overcast clouds
405,Swift Current,CA,50.2834,-107.8014,61.61,59,1,10.36,clear sky
406,Miraflores,MX,19.2167,-98.8083,57.02,93,36,2.33,scattered clouds
407,College,US,64.8569,-147.8028,62.26,76,75,0.0,broken clouds
408,Birobidzhan,RU,48.8,132.95,72.14,69,66,12.59,broken clouds
409,Plugari,RO,47.4833,27.1,86.68,40,0,5.77,clear sky
410,Richards Bay,ZA,-28.783,32.0377,80.11,25,0,5.88,clear sky
411,Vestmannaeyjar,IS,63.4427,-20.2734,54.59,94,90,5.75,mist
412,Harnosand,SE,62.6323,17.9379,60.82,86,98,8.05,overcast clouds
413,Dongsheng,CN,39.8161,109.9776,76.21,21,72,13.02,broken clouds
414,Maruim,BR,-10.7375,-37.0817,76.96,85,87,12.64,overcast clouds
415,Gonaives,HT,19.45,-72.6833,78.31,85,49,4.21,scattered clouds
416,Tautira,PF,-17.7333,-149.15,69.82,64,58,11.1,broken clouds
417,Kenora,CA,49.8167,-94.4337,61.77,63,75,3.44,broken clouds
418,Valdivia,CL,-39.8142,-73.2459,35.58,94,27,2.91,scattered clouds
419,Bara,NG,10.3744,10.7288,73.18,74,100,9.71,overcast clouds
420,Oranjemund,NA,-28.55,16.4333,75.07,26,1,6.38,clear sky
421,Santiago Del Estero,AR,-27.7951,-64.2615,49.86,37,0,5.59,clear sky
422,Aklavik,CA,68.2191,-135.0107,68.83,51,100,9.22,overcast clouds
423,Savelugu,GH,9.6244,-0.8253,81.88,67,73,11.97,broken clouds
424,Namie,JP,37.4833,141.0,82.78,93,1,10.31,clear sky
425,Mapiripan,CO,2.8892,-72.1256,70.45,91,100,3.44,overcast clouds
426,Tukrah,LY,32.5341,20.5791,89.42,45,0,8.3,clear sky
427,Griffith,US,41.5284,-87.4237,69.91,92,1,0.0,clear sky
428,Motygino,RU,58.1831,94.7592,72.95,52,100,0.87,overcast clouds
429,Cedar City,US,37.6775,-113.0619,59.97,82,1,0.0,clear sky
430,Roebourne,AU,-20.7833,117.1333,70.18,44,5,13.58,clear sky
431,Fundao,BR,-19.9341,-40.4047,70.56,83,86,3.91,overcast clouds
432,Abu Samrah,SY,35.3029,37.1841,99.55,15,0,8.72,clear sky
433,Yokadouma,CM,3.5167,15.05,83.23,61,98,3.67,light rain
434,Popondetta,PG,-8.7537,148.2534,73.67,82,67,1.48,broken clouds
435,Bengkulu,ID,-3.8004,102.2655,80.17,85,81,6.33,broken clouds
436,La Democracia,GT,14.2308,-90.9472,79.86,82,100,4.18,overcast clouds
437,Kushmurun,KZ,52.4503,64.6311,92.55,29,19,17.94,few clouds
438,Brae,GB,60.3964,-1.353,53.51,73,26,17.34,scattered clouds
439,Mao,ES,39.8885,4.2658,75.76,60,20,11.5,few clouds
440,Cortez,US,37.3489,-108.5859,62.04,82,1,3.44,clear sky
441,Clarence Town,AU,-32.5833,151.7833,64.85,69,79,5.68,broken clouds
442,Srednekolymsk,RU,67.45,153.6833,41.4,76,100,18.54,overcast clouds
443,Ballaghaderreen,IE,53.9,-8.5833,57.76,63,75,3.0,broken clouds
444,Palmer,US,42.1584,-72.3287,57.42,92,1,0.0,clear sky
445,Radzyn Podlaski,PL,51.7833,22.6167,79.45,39,64,7.0,broken clouds
446,Honningsvag,NO,70.9821,25.9704,45.41,80,100,9.13,light rain
447,Svetlogorsk,BY,52.6333,29.7333,81.12,51,33,5.93,scattered clouds
448,Axim,GH,4.8699,-2.2405,80.96,71,80,7.74,broken clouds
449,Ishurdi,BD,24.1333,89.0833,82.49,86,100,7.83,light rain
450,Paita,PE,-5.0892,-81.1144,63.9,86,3,9.91,clear sky
451,San Rafael,AR,-34.6177,-68.3301,43.07,67,0,4.18,clear sky
452,Muros,ES,42.7762,-9.0603,68.99,82,71,7.11,broken clouds
453,Capreol,CA,46.706,-80.9225,56.55,98,75,5.75,broken clouds
454,Strezhevoy,RU,60.7333,77.5889,69.78,43,44,3.2,scattered clouds
455,Constantine,DZ,36.365,6.6147,90.81,31,75,12.66,broken clouds
456,Port-Cartier,CA,50.0334,-66.8654,55.92,83,75,7.47,broken clouds
457,Ouadda,CF,8.0777,22.4007,70.97,89,98,9.06,light rain
458,Serov,RU,59.6033,60.5787,78.73,42,33,8.84,scattered clouds
459,Achit,RU,56.7985,57.8994,79.59,42,6,13.02,clear sky
460,La Ronge,CA,55.1001,-105.2842,59.25,67,20,4.61,smoke
461,Ulaangom,MN,49.9811,92.0667,72.77,33,100,9.33,overcast clouds
462,Ahipara,NZ,-35.1667,173.1667,51.84,85,0,4.18,clear sky
463,Port Hedland,AU,-20.3167,118.5667,71.65,49,4,11.5,clear sky
464,Sydney,AU,-33.8679,151.2073,58.32,81,75,1.99,broken clouds
465,Qaqortoq,GL,60.7167,-46.0333,61.3,87,100,4.07,light rain
466,Sayyan,YE,15.1718,44.3244,73.06,38,87,4.9,overcast clouds
467,Zacatepec,MX,18.65,-99.2,66.65,94,37,1.81,scattered clouds
468,Manali,IN,13.1667,80.2667,95.09,40,100,8.84,overcast clouds
469,Alta Gracia,AR,-31.6529,-64.4283,38.88,41,4,3.4,clear sky
470,Guilin,CN,25.2819,110.2864,96.91,68,89,5.23,overcast clouds
471,Puerto Baquerizo Moreno,EC,-0.9,-89.6,70.36,86,35,10.71,scattered clouds
472,Grants,US,35.1473,-107.8514,61.03,88,40,4.61,scattered clouds
473,Lovozero,RU,68.005,35.0117,58.73,70,99,11.54,overcast clouds
474,Hounde,BF,11.5,-3.5167,78.53,70,84,10.76,broken clouds
475,Dunda,TZ,-8.1167,34.25,71.42,47,89,10.87,overcast clouds
476,Zhaotong,CN,27.3167,103.7167,75.25,54,0,5.03,clear sky
477,Clarksburg,US,39.2807,-80.3445,66.78,100,90,0.0,overcast clouds
478,Bom Jesus,BR,-9.0744,-44.3586,69.67,73,54,4.61,broken clouds
479,Innisfail,AU,-17.5333,146.0333,70.57,83,3,1.43,clear sky
480,Hervey Bay,AU,-25.2986,152.8535,69.04,86,0,3.0,clear sky
481,Redding,US,40.5865,-122.3917,77.72,51,1,0.0,smoke
482,Antalaha,MG,-14.9003,50.2788,73.56,80,80,11.48,light rain
483,Kuryk,KZ,43.2,51.65,89.49,32,37,9.17,scattered clouds
484,Cangzhou,CN,38.3167,116.8667,84.85,62,0,3.36,light rain
485,Qasigiannguit,GL,68.8193,-51.1922,48.45,72,48,4.52,scattered clouds
486,Manga,BF,11.6636,-1.0731,81.97,67,76,14.52,broken clouds
487,Willowmore,ZA,-33.2926,23.4895,70.79,14,71,23.26,broken clouds
488,Malm,NO,64.0721,11.2172,55.24,70,98,9.4,overcast clouds
489,Atbasar,KZ,51.8,68.3333,93.13,25,17,13.65,few clouds
490,Shimoda,JP,34.6667,138.95,79.11,82,8,5.82,clear sky
491,Tiarei,PF,-17.5333,-149.3333,69.82,65,66,12.53,broken clouds
492,Baruun-Urt,MN,46.6806,113.2792,74.8,34,31,2.28,scattered clouds
493,Sosnovo-Ozerskoye,RU,52.5249,111.5418,65.19,58,68,3.36,broken clouds
494,Havre,FR,49.5833,0.3333,67.33,82,75,10.36,broken clouds
495,Estelle,US,29.8458,-90.1067,80.6,82,1,0.0,mist
496,Sukumo,JP,32.9333,132.7333,78.91,84,100,4.41,overcast clouds
497,Irtyshskiy,RU,58.3333,68.1333,72.61,79,96,8.55,light rain
498,Camacha,PT,33.0833,-16.3333,69.22,68,20,14.97,few clouds
499,Sheridan,US,44.8333,-106.9173,68.18,60,1,0.0,clear sky
500,Icod De Los Vinos,ES,28.3724,-16.7119,76.75,57,19,16.22,few clouds
501,Lasa,IT,46.6166,10.7002,68.02,87,99,2.59,overcast clouds
502,Gudari,IN,19.35,83.7833,89.51,64,92,6.96,overcast clouds
503,Chingirlau,KZ,51.095,54.0814,96.48,20,66,12.03,broken clouds
504,Orotukan,RU,62.2667,151.7,38.68,96,100,6.91,light rain
505,Port Moresby,PG,-9.4431,147.1797,74.73,75,22,16.69,few clouds
506,Acarau,BR,-2.8856,-40.12,76.46,75,100,13.98,overcast clouds
507,Asind,IN,25.7333,74.3333,74.82,89,100,15.73,heavy intensity rain
508,Polson,US,47.6936,-114.1632,74.77,61,95,4.21,overcast clouds
509,Huatulco,MX,15.8436,-96.3267,76.87,86,0,4.92,clear sky
510,Zilupe,LV,56.3862,28.1217,78.87,35,42,14.5,scattered clouds
511,Nikolayevsk-Na-Amure,RU,53.1406,140.73,53.65,86,100,3.0,overcast clouds
512,Altamira,BR,-3.2033,-52.2064,71.69,100,75,2.3,broken clouds
513,Juneau,US,58.3019,-134.4197,64.4,77,1,9.22,clear sky
514,Severnyy,RU,50.677,36.5532,89.64,35,0,4.47,clear sky
515,Killam,CA,52.7834,-111.8518,65.79,77,11,6.91,light rain
516,Schertz,US,29.5522,-98.2697,79.81,90,1,3.44,clear sky
517,Kourou,GF,5.1552,-52.6478,76.1,91,89,4.14,overcast clouds
518,Chipata,ZM,-13.6333,32.65,73.81,37,26,6.46,scattered clouds
519,Pandan,PH,14.0453,124.1694,85.14,75,100,13.65,overcast clouds
520,Bac Lieu,VN,9.285,105.7244,85.95,68,91,16.33,moderate rain
521,Timizart,DZ,36.8,4.2667,84.61,41,74,9.15,broken clouds
522,Vostok,RU,46.4856,135.8833,74.14,69,84,4.79,broken clouds
523,Martil,MA,35.6166,-5.2752,80.56,47,0,11.5,clear sky
524,Noblesville,US,40.0456,-86.0086,62.29,89,54,1.01,broken clouds
525,Alice,US,27.7523,-98.0697,82.31,97,1,4.61,clear sky
526,Amuntai,ID,-2.4177,115.2494,80.91,75,95,0.25,overcast clouds
527,Guanajuato,MX,21.0186,-101.2591,57.99,91,14,7.07,few clouds
528,Khabary,RU,53.6259,79.5345,85.57,28,32,2.59,scattered clouds
529,Manokwari,ID,-0.8667,134.0833,81.28,75,97,0.89,overcast clouds
530,Kawalu,ID,-7.3817,108.2082,73.49,94,69,4.0,broken clouds
531,Santa Maria,BR,-29.6842,-53.8069,38.5,100,40,2.3,fog
532,Cockburn Town,TC,21.4612,-71.1419,82.18,80,10,21.09,clear sky
533,Peleduy,RU,59.6289,112.7406,75.81,35,80,9.04,broken clouds
534,Behbahan,IR,30.5959,50.2417,112.96,8,0,14.36,clear sky
535,Shakawe,BW,-18.3667,21.85,74.21,27,0,10.16,clear sky
536,Inongo,CD,-1.95,18.2667,74.16,55,96,5.08,overcast clouds
537,Caravelas,BR,-17.7125,-39.2481,69.22,64,79,11.52,broken clouds
538,Katherine,AU,-14.4667,132.2667,82.72,34,5,6.91,clear sky
539,Sidney,AU,-33.8679,151.2073,58.32,81,75,1.99,broken clouds
540,Tricase,IT,39.9304,18.3553,99.75,66,0,3.44,clear sky
541,Pavlikeni,BG,43.2428,25.3219,101.16,19,0,0.22,clear sky
542,Baykit,RU,61.67,96.37,74.1,40,100,2.33,overcast clouds
543,Petilia Policastro,IT,39.1139,16.7855,102.6,25,45,5.68,scattered clouds
544,Pemangkat,ID,1.1667,108.9667,84.67,73,33,14.65,heavy intensity rain
545,Siria,SY,35.0,38.0,94.24,13,0,12.66,clear sky
546,Jertih,MY,5.7336,102.4897,76.87,84,100,2.95,overcast clouds
547,Fairbanks,US,64.8378,-147.7164,61.61,77,1,0.0,clear sky
548,Magadan,RU,59.5667,150.8,57.38,83,50,8.72,light rain
549,Kambove,CD,-10.8764,26.5969,73.45,35,1,10.16,clear sky
550,Xiaoweizhai,CN,26.1903,107.5125,82.76,76,14,2.48,few clouds
551,Beira,MZ,-19.8436,34.8389,75.29,64,20,5.75,few clouds
552,Alghero,IT,40.5589,8.3181,78.89,65,20,8.05,few clouds
553,Dzilam Gonzalez,MX,21.2833,-88.9333,74.23,97,99,4.47,overcast clouds
554,Demirci,TR,39.0461,28.6589,93.36,17,1,11.99,clear sky
555,Inhambane,MZ,-23.865,35.3833,74.5,48,0,3.96,clear sky
556,Sarab,IR,38.6066,44.9883,87.06,34,3,9.19,clear sky
557,Mbandaka,CD,0.0487,18.2603,87.73,47,100,0.6,light rain
558,Prado,BR,-17.3411,-39.2208,66.09,80,97,10.51,overcast clouds
559,Kulhudhuffushi,MV,6.6221,73.07,82.67,71,45,12.03,scattered clouds
560,Bhinga,IN,27.7167,81.9333,89.31,68,66,16.02,broken clouds
561,Alice Springs,AU,-23.7,133.8833,65.75,42,40,9.22,scattered clouds
562,Kalabo,ZM,-14.97,22.6814,77.99,25,0,6.98,clear sky
563,Barra,BR,-11.0894,-43.1417,68.31,67,61,5.48,broken clouds
564,San Ignacio,BZ,17.1561,-89.0714,75.34,100,40,0.0,scattered clouds
565,Berlevag,NO,70.8578,29.0864,48.22,97,100,1.59,light rain
566,Cidreira,BR,-30.1811,-50.2056,51.67,88,73,5.01,broken clouds
567,Kamenka,RU,51.3223,42.7678,89.8,35,2,2.15,clear sky
568,Beppu,JP,33.2736,131.4919,84.49,87,100,2.64,overcast clouds
569,Chardara,KZ,41.2547,67.9692,95.56,17,87,2.37,overcast clouds
570,Alappuzha,IN,9.49,76.3264,82.08,72,98,12.71,overcast clouds
571,Esso,RU,55.9333,158.7,47.53,79,38,5.53,scattered clouds
572,Garbolovo,RU,60.3413,30.4955,68.99,97,100,4.41,overcast clouds
573,Belyy Yar,RU,53.6039,91.3903,76.89,41,0,4.47,clear sky
574,Havelock,US,34.8791,-76.9013,80.94,96,64,1.52,broken clouds
575,Gilgit,PK,35.9221,74.3087,90.55,38,70,4.18,broken clouds
576,Adwa,ET,14.1646,38.8955,66.11,72,100,2.64,overcast clouds
577,Trairi,BR,-3.2778,-39.2689,74.86,72,36,11.32,scattered clouds
578,Chicama,PE,-7.8447,-79.1469,63.81,84,30,3.15,scattered clouds
579,Sioux Lookout,CA,50.1001,-91.917,57.58,77,75,3.44,broken clouds
580,Tobermory,CA,45.2501,-81.6665,56.3,89,100,14.36,overcast clouds
581,Andra,RU,62.5147,65.8878,61.93,95,100,10.13,overcast clouds
582,Riyadh,SA,24.6877,46.7219,109.54,10,0,9.22,clear sky
583,Mannheim,DE,49.4883,8.4647,72.25,64,40,5.75,scattered clouds
584,Terrace Bay,CA,48.7834,-87.1,51.42,94,29,11.12,scattered clouds
585,Cozumel,MX,20.5083,-86.9458,77.11,85,100,7.56,overcast clouds
586,Whitehorse,CA,60.7161,-135.0538,60.31,51,20,5.01,few clouds
587,Iskateley,RU,67.6803,53.1512,54.88,81,100,8.59,overcast clouds
588,Kijang,KR,35.2442,129.2139,89.33,75,100,7.7,overcast clouds
589,West Wendover,US,40.7391,-114.0733,69.01,64,20,8.05,few clouds
590,Santa Cruz De La Palma,ES,28.6835,-17.7642,73.54,68,75,19.57,broken clouds
591,Hassleholm,SE,56.1591,13.7664,71.35,51,60,11.79,broken clouds
592,Voh,NC,-20.9667,164.7,61.32,70,7,5.17,clear sky
593,Gaspe,CA,48.8334,-64.4819,55.62,82,20,6.91,few clouds
594,Loyga,RU,61.0784,44.6075,70.41,52,79,6.73,broken clouds
595,Verkhovazhye,RU,60.7472,42.0465,73.24,49,74,6.46,broken clouds
596,Saryg-Sep,RU,51.5,95.6,59.14,88,100,3.49,overcast clouds
597,Grindavik,IS,63.8424,-22.4338,55.56,94,90,4.61,overcast clouds
598,Anloga,GH,5.7947,0.8973,79.75,75,97,9.98,overcast clouds
599,Yinchuan,CN,38.4681,106.2731,91.27,16,66,11.52,broken clouds
600,Tsabong,BW,-26.0217,22.401,68.52,19,0,9.01,clear sky
601,Tateyama,JP,34.9833,139.8667,86.02,81,0,9.75,clear sky
602,Praxedis Guerrero,MX,31.3667,-106.0167,79.56,43,51,2.51,broken clouds
603,Ostersund,SE,63.1792,14.6357,54.61,66,90,13.8,overcast clouds
604,Juru,MY,5.312,100.4423,80.55,91,40,2.3,scattered clouds
605,Kiunga,PG,-6.1219,141.2906,75.52,93,85,4.27,overcast clouds
606,Moron,AR,-34.6534,-58.6198,46.98,96,0,4.34,clear sky
607,Mae Sai,TH,20.4335,99.8762,87.12,76,93,3.94,overcast clouds
608,Wicklow,IE,53.0,-6.4167,52.95,63,33,6.89,scattered clouds
609,Mongoumba,CF,3.6415,18.5936,75.06,85,100,3.91,overcast clouds
610,Belmonte,BR,-15.8631,-38.8828,63.1,84,99,12.48,overcast clouds
611,Marsaxlokk,MT,35.8419,14.5431,97.41,34,0,6.91,clear sky
612,Maragogi,BR,-9.0122,-35.2225,74.28,84,90,19.13,overcast clouds
613,Bairiki,KI,1.3292,172.9752,80.6,78,20,0.0,few clouds
614,Mandalgovi,MN,45.7625,106.2708,74.34,29,75,9.24,broken clouds
615,Ahuimanu,US,21.4447,-157.8378,78.51,67,75,12.66,broken clouds
616,Half Moon Bay,US,37.4636,-122.4286,63.63,89,90,0.0,overcast clouds
617,Batsfjord,NO,70.6345,29.7185,52.02,95,100,4.0,light rain
618,Diego De Almagro,CL,-26.3667,-70.05,58.71,13,0,5.32,clear sky
619,Bintulu,MY,3.1667,113.0333,79.21,89,40,2.3,scattered clouds
620,Vinh,VN,18.6667,105.6667,83.59,81,100,4.52,overcast clouds
621,Havoysund,NO,70.9963,24.6622,47.28,76,95,8.46,light rain
622,Kungurtug,RU,50.5994,97.5228,52.65,97,100,4.03,moderate rain
623,Aykhal,RU,66.0,111.5,78.8,27,0,5.23,clear sky
624,Sola,VU,-13.8833,167.55,76.42,66,53,14.0,broken clouds
625,Ola,RU,59.5833,151.2833,55.96,88,34,10.02,light rain
626,Beatrice,US,40.2681,-96.747,66.18,94,1,0.0,mist
627,General Pico,AR,-35.6566,-63.7568,37.58,84,0,4.09,clear sky
628,Ketchikan,US,55.3422,-131.6461,57.67,94,90,0.0,mist
629,Vicar,ES,36.8316,-2.6427,79.57,70,59,7.07,broken clouds
630,Lodeynoye Pole,RU,60.726,33.5531,63.41,85,100,3.62,light rain
631,Am Timan,TD,11.0297,20.2827,84.45,59,93,8.16,overcast clouds
632,Tongren,CN,27.7172,109.1853,87.55,70,63,0.69,broken clouds
633,Novobessergenevka,RU,47.1847,38.8462,92.88,42,0,6.11,clear sky
634,Roma,US,43.2128,-75.4557,59.86,90,1,5.75,clear sky
635,Abha,SA,18.2164,42.5053,78.62,50,20,11.5,few clouds
636,Suffolk,US,40.8668,-72.7996,67.26,90,1,0.0,clear sky
637,Taltal,CL,-25.4,-70.4833,58.6,71,9,3.0,clear sky
638,Zaysan,KZ,47.4667,84.8667,82.6,12,78,12.33,broken clouds
639,Gazojak,TM,41.1875,61.4036,101.73,8,0,13.67,clear sky
640,Along,IN,28.1667,94.7667,83.46,89,46,2.84,scattered clouds
641,Jimma,ET,7.6667,36.8333,69.69,81,81,2.62,light rain
642,Whitianga,NZ,-36.8333,175.7,52.02,89,100,5.41,overcast clouds
643,Atlantic City,US,39.3643,-74.4229,70.02,85,100,5.37,overcast clouds
644,Mardin,TR,37.3131,40.7436,100.51,14,20,9.22,few clouds
645,Tutoia,BR,-2.7619,-42.2744,71.92,92,99,7.61,overcast clouds
646,Manzhouli,CN,49.6,117.4333,70.03,47,60,3.69,broken clouds
647,Sai Buri,TH,6.7013,101.6168,83.91,63,100,12.71,light rain
648,Nuuk,GL,64.1835,-51.7216,48.81,87,20,18.41,few clouds
649,Kokopo,PG,-4.352,152.2633,75.65,93,95,8.16,moderate rain
650,Tunduma,TZ,-9.3,32.7667,72.75,32,31,8.61,scattered clouds
651,Bonfim,BR,3.0833,-59.95,71.82,96,99,3.11,moderate rain
652,Henties Bay,NA,-22.116,14.2845,82.72,22,0,22.7,clear sky
653,Birjand,IR,32.8663,59.2211,93.67,6,0,6.91,clear sky
654,Acapulco,MX,16.8634,-99.8901,75.56,93,100,8.7,overcast clouds
655,Waipawa,NZ,-41.4122,175.5153,45.23,92,100,3.2,overcast clouds
656,Vilyuysk,RU,63.7553,121.6247,82.33,38,4,3.76,clear sky
657,Eenhana,NA,-17.4667,16.3333,75.99,21,0,15.41,clear sky
658,Huilong,CN,31.8111,121.655,84.97,89,95,8.86,overcast clouds
659,Leh,IN,34.1667,77.5833,74.5,28,70,6.4,broken clouds
660,Varhaug,NO,58.6147,5.6457,60.78,71,56,23.94,broken clouds
661,Mayor Pablo Lagerenza,PY,-19.9309,-60.7718,61.9,29,100,4.79,overcast clouds
662,Hudson Bay,CA,52.85,-102.3842,56.01,65,0,4.76,clear sky
663,Mosalsk,RU,54.4881,34.9817,69.75,83,100,5.39,overcast clouds
664,Arco,IT,45.9177,10.8867,83.86,84,86,6.15,heavy intensity rain
665,Watsa,CD,3.0372,29.5355,81.79,40,100,3.4,overcast clouds
666,Narsaq,GL,60.9167,-46.05,61.02,74,100,3.98,light rain
667,Hay River,CA,60.8156,-115.7999,64.38,77,20,1.14,few clouds
668,Peschanokopskoye,RU,46.1961,41.0775,97.39,18,33,6.51,scattered clouds
669,Limbang,MY,4.75,115.0,87.06,83,100,3.98,moderate rain
